submission_id,QUD,RT,age,category,color,comments,endTime,experiment_id,gender,languages,optionLeft,optionRight,picture,pictureFormat,question,response,startDate,startTime,timeSpent,trial_name,trial_number
785,,1904,21,Vertrauenswürdigkeit,White,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-White20.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,3,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,23
785,,2525,21,Vertrauenswürdigkeit,White,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-White21.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,4,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,24
785,,3777,21,Vertrauenswürdigkeit,White,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-White9.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,4,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,25
785,,3817,21,Vertrauenswürdigkeit,White,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-White8.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,3,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,26
785,,3621,21,Vertrauenswürdigkeit,White,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-White2.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,3,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,27
785,,2839,21,Vertrauenswürdigkeit,Black,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-Black5.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,4,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,28
785,,1749,21,Vertrauenswürdigkeit,Black,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-Black4.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,3,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,29
785,,2345,21,Vertrauenswürdigkeit,White,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-White29.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,4,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,30
785,,2246,21,Vertrauenswürdigkeit,White,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-White1.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,5,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,31
785,,7398,21,Vertrauenswürdigkeit,White,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-White18.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,3,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,32
785,,2009,21,Vertrauenswürdigkeit,White,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-White7.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,2,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,33
785,,2625,21,Vertrauenswürdigkeit,Black,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-Black28.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,5,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,34
785,,6449,21,Vertrauenswürdigkeit,Black,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-Black26.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,3,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,35
785,,1736,21,Vertrauenswürdigkeit,White,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-White28.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,3,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,36
785,,1935,21,Vertrauenswürdigkeit,White,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-White32.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,2,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,37
785,,3531,21,Vertrauenswürdigkeit,Black,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-Black14.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,5,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,38
785,,1669,21,Vertrauenswürdigkeit,Black,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-Black36.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,5,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,39
785,,1806,21,Vertrauenswürdigkeit,Black,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-Black21.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,4,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,40
785,,1893,21,Vertrauenswürdigkeit,White,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-White14.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,2,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,41
785,,1682,21,Vertrauenswürdigkeit,Black,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-Black20.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,3,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,42
785,,1768,21,Vertrauenswürdigkeit,Black,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-Black30.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,5,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,43
785,,4568,21,Vertrauenswürdigkeit,Black,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-Black3.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,3,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,44
785,,2005,21,Vertrauenswürdigkeit,Black,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-Black8.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,3,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,45
785,,1760,21,Vertrauenswürdigkeit,Black,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-Black25.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,5,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,46
785,,2813,21,Vertrauenswürdigkeit,White,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-White13.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,3,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,47
785,,1546,21,Vertrauenswürdigkeit,White,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-White26.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,3,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,48
785,,1508,21,Vertrauenswürdigkeit,Black,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-Black27.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,3,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,49
785,,1987,21,Vertrauenswürdigkeit,White,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-White34.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,2,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,50
785,,1558,21,Vertrauenswürdigkeit,White,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-White17.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,5,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,51
785,,1691,21,Vertrauenswürdigkeit,White,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-White3.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,3,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,52
785,,1941,21,Vertrauenswürdigkeit,Black,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-Black15.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,3,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,53
785,,3681,21,Vertrauenswürdigkeit,White,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-White31.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,4,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,54
785,,2224,21,Vertrauenswürdigkeit,White,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-White10.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,3,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,55
785,,1903,21,Vertrauenswürdigkeit,Black,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-Black18.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,6,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,56
785,,1515,21,Vertrauenswürdigkeit,Black,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-Black7.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,3,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,57
785,,1724,21,Vertrauenswürdigkeit,Black,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-Black9.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,4,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,58
785,,1636,21,Vertrauenswürdigkeit,Black,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-Black34.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,3,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,59
785,,2786,21,Vertrauenswürdigkeit,White,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-White36.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,5,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,60
785,,1784,21,Vertrauenswürdigkeit,Black,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-Black12.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,3,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,61
785,,1616,21,Vertrauenswürdigkeit,Black,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-Black16.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,4,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,62
785,,6532,21,Vertrauenswürdigkeit,White,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-White27.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,3,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,63
785,,1507,21,Vertrauenswürdigkeit,White,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-White35.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,3,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,64
785,,1469,21,Vertrauenswürdigkeit,White,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-White6.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,3,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,65
785,,2565,21,Vertrauenswürdigkeit,White,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-White19.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,5,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,66
785,,2095,21,Vertrauenswürdigkeit,Black,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-Black11.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,3,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,67
785,,5522,21,Vertrauenswürdigkeit,Black,,1563307531709,80,weiblich,,Gar nicht vertrauenswürdig,Sehr vertrauenswürdig,images/upright/Stimulus-Upright-Black23.jpg,Upright,Wie vertrauenswürdig ist dieses Gesicht?,4,Tue Jul 16 2019 21:54:58 GMT+0200 (Central European Summer Time),1563306898819,10.548166666666667,rate_face,68
