trial_name,trial_number,response,RT,optionLeft,optionRight,QUD,question,picture,pictureFormat,color,category,startDate,startTime,age,gender,languages,comments,endTime,timeSpent,experiment_id
rate_face,1,5,5792,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White34.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,2,6,8728,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White25.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,3,5,2237,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black29.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,4,2,2661,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White12.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,5,3,3390,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black5.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,6,1,2225,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White27.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,7,3,2021,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White28.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,8,4,2257,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White8.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,9,2,2049,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black19.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,10,6,1903,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black2.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,11,5,2138,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White4.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,12,4,8279,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black10.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,13,2,2177,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White20.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,14,1,2228,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black16.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,15,3,2149,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black24.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,16,2,3360,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black15.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,17,4,11639,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White21.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,18,2,4230,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White32.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,19,3,2315,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White23.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,20,4,5847,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black31.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,21,6,4878,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black30.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,22,5,3054,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black8.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,23,1,2061,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White30.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,24,3,2750,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black23.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,25,4,2730,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black25.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,26,4,3183,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White24.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,27,5,7630,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black21.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,28,3,3489,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black27.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,29,4,2167,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White16.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,30,3,5511,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black34.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,31,3,6003,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White17.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,32,4,3056,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black6.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,33,2,2220,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White18.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,34,5,2780,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White2.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,35,4,2161,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black35.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,36,5,2138,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black36.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,37,3,2288,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White3.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,38,1,3323,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White33.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,39,3,2515,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black4.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,40,2,2996,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black33.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,41,6,2189,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black18.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,42,5,2662,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black20.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,43,5,3650,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black1.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,44,6,1912,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White9.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,45,4,3036,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black9.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,46,4,3099,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black17.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,47,5,6428,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black13.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,48,5,1923,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black7.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,49,6,3865,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black22.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,50,6,3223,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White7.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,51,2,2672,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White10.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,52,4,2909,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black26.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,53,5,5285,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black32.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,54,2,3066,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black3.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,55,1,3570,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White6.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,56,6,2603,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White35.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,57,4,3157,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White29.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,58,6,3982,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black14.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,59,5,8252,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White19.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,60,2,3511,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White5.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,61,6,7446,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White11.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,62,7,5206,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black12.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,63,5,2110,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White1.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,64,3,3077,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White13.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,65,5,2890,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White26.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,66,5,5404,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White22.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,67,6,3648,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black11.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,68,5,2958,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White31.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,69,3,3745,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White14.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,70,4,3767,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White15.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,71,2,3204,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-White36.jpg,Upright,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,72,4,3336,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/upright/Stimulus-Upright-Black28.jpg,Upright,Black,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
rate_face,73,5,8322,Gar nicht dominant,Sehr dominant,,Wie dominant ist dieses Gesicht?,images/inverted/Stimulus-Inverted-White36.jpg,Inverted,White,Dominanz,Sat Jun 15 2019 11:20:35 GMT+0200 (Central European Summer Time),1560590435607,23,weiblich,Französisch,,1560591070748,10.5856833333333,INSERT_A_NUMBER
